Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,49.959999,49.990002,48.5,48.799999,38.730465,367400
2016-01-05,48.799999,49.220001,48.25,48.869999,38.786015,328700
2016-01-06,48.650002,49.529999,48.650002,49.380001,39.190777,354800
2016-01-07,48.810001,49.09,48.369999,48.400002,38.412987,550600
2016-01-08,48.529999,49.080002,48.009998,48.43,38.436813,472700
2016-01-11,48.459999,49.259998,48.459999,49.09,38.960629,310400
2016-01-12,49.439999,49.439999,48.25,49.209999,39.055859,444800
2016-01-13,49.209999,49.669998,48.700001,48.950001,38.849514,419600
2016-01-14,49.07,51.470001,48.91,51.41,40.801903,680800
2016-01-15,50.240002,51.59,50.200001,51.299999,40.7146,497000
2016-01-19,51.709999,52.080002,51.209999,51.650002,40.992382,313100
2016-01-20,52.5,52.939999,51.060001,52.189999,41.420956,494400
2016-01-21,52.5,52.919998,51.02,51.200001,40.635235,610400
2016-01-22,51.490002,52.700001,51.139999,52.669998,41.801903,671700
2016-01-25,52.650002,53.0,52.0,52.299999,41.508255,246000
2016-01-26,52.580002,53.57,52.580002,53.400002,42.381283,336400
2016-01-27,53.279999,53.709999,52.580002,53.060001,42.111439,353500
2016-01-28,53.459999,55.599998,53.459999,54.689999,43.405087,429900
2016-01-29,55.130001,56.73,54.700001,56.560001,44.88924,683500
2016-02-01,56.75,57.700001,56.259998,56.919998,45.174946,413800
2016-02-02,56.549999,58.02,56.389999,57.939999,45.984482,324400
2016-02-03,58.130001,58.509998,57.279999,57.830002,45.89719,330300
2016-02-04,58.02,58.02,56.369999,56.740002,45.032093,373400
2016-02-05,56.630001,57.580002,56.18,56.900002,45.159073,320900
2016-02-08,56.919998,58.130001,56.779999,57.93,45.976547,387700
2016-02-09,57.5,58.779999,57.48,58.290001,46.262268,420800
2016-02-10,58.509998,58.560001,57.560001,57.880001,45.936863,203100
2016-02-11,57.419998,57.869999,56.950001,57.439999,45.587666,234300
2016-02-12,57.689999,58.34,57.380001,58.139999,46.143208,497900
2016-02-16,58.279999,58.619999,57.599998,58.299999,46.270203,280100
2016-02-17,58.200001,58.41,57.68,58.060001,46.079727,351000
2016-02-18,57.330002,58.639999,56.93,58.580002,46.492428,470800
2016-02-19,58.619999,58.93,57.790001,58.029999,46.055916,415300
2016-02-22,58.5,58.700001,58.110001,58.25,46.230518,271400
2016-02-23,57.91,58.790001,57.91,58.41,46.35751,341100
2016-02-24,57.900002,59.459999,57.900002,59.41,47.435402,309200
2016-02-25,59.57,60.040001,59.369999,59.75,47.706863,201000
2016-02-26,59.830002,59.91,57.41,57.59,45.982235,281100
2016-02-29,57.580002,58.68,55.959999,57.98,46.293625,335400
2016-03-01,58.240002,58.740002,57.709999,58.139999,46.421368,199100
2016-03-02,57.869999,58.57,57.130001,58.349998,46.589046,256900
2016-03-03,58.310001,58.509998,57.560001,58.48,46.692844,213900
2016-03-04,58.25,59.630001,58.049999,59.139999,47.219826,290900
2016-03-07,59.049999,59.91,58.759998,58.990002,47.100052,286600
2016-03-08,59.09,60.48,58.799999,59.380001,47.411446,487600
2016-03-09,59.48,60.259998,59.119999,59.720001,47.682911,278800
2016-03-10,59.59,60.0,59.349998,59.919998,47.842606,272500
2016-03-11,60.380001,60.639999,59.389999,59.580002,47.571152,246800
2016-03-14,59.580002,59.970001,59.18,59.43,47.451378,212500
2016-03-15,59.25,60.07,59.25,59.599998,47.587101,221500
2016-03-16,59.509998,60.580002,58.990002,60.139999,48.018253,259100
2016-03-17,60.110001,60.27,59.57,60.119999,48.002293,365500
2016-03-18,59.810001,59.849998,58.110001,58.23,46.493233,1215000
2016-03-21,58.119999,58.619999,57.209999,58.080002,46.373466,614600
2016-03-22,58.220001,59.139999,58.220001,58.689999,46.860519,423600
2016-03-23,58.439999,59.0,57.759998,58.669998,46.844551,275100
2016-03-24,58.48,60.139999,58.389999,59.98,47.890503,393900
2016-03-28,59.84,60.189999,59.290001,59.849998,47.786716,197500
2016-03-29,59.900002,61.709999,59.639999,61.52,49.12011,339900
2016-03-30,61.509998,62.25,61.189999,61.779999,49.327698,269100
2016-03-31,61.700001,61.950001,61.029999,61.099998,48.784767,243600
2016-04-01,60.810001,61.639999,60.59,61.16,48.832664,405400
2016-04-04,61.029999,61.16,60.049999,60.549999,48.345623,303300
2016-04-05,60.580002,60.849998,59.220001,59.259998,47.315632,249400
2016-04-06,59.259998,59.57,58.860001,59.360001,47.395466,300600
2016-04-07,59.290001,59.740002,59.200001,59.720001,47.682911,246500
2016-04-08,59.970001,60.470001,59.779999,60.119999,48.002293,194300
2016-04-11,60.279999,60.34,59.27,59.459999,47.475323,208200
2016-04-12,59.360001,60.27,59.259998,60.25,48.106087,232100
2016-04-13,60.400002,60.400002,59.369999,60.099998,47.98632,267700
2016-04-14,59.880001,60.200001,59.549999,59.560001,47.555161,193600
2016-04-15,59.68,60.299999,59.560001,59.77,47.722836,297300
2016-04-18,59.540001,59.939999,59.41,59.82,47.762756,196900
2016-04-19,59.990002,60.549999,59.650002,60.439999,48.257782,282800
2016-04-20,60.23,60.330002,58.810001,58.900002,47.028202,189900
2016-04-21,58.450001,58.57,56.84,56.950001,45.471226,234100
2016-04-22,56.939999,57.650002,56.639999,57.25,45.710766,322500
2016-04-25,57.029999,57.610001,56.959999,57.59,45.982235,192000
2016-04-26,57.779999,58.009998,57.439999,57.900002,46.229763,235900
2016-04-27,58.080002,58.470001,57.66,58.259998,46.517189,248500
2016-04-28,58.02,58.759998,57.470001,58.330002,46.573097,174400
2016-04-29,57.990002,58.66,57.880001,58.470001,46.684872,197400
