symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
KIM,Kimco Realty Corporation (HC) Common Stock,$18.20,0.46,2.593%,5873432,12246861536.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/kim
KIND,Nextdoor Holdings Inc. Class A Common Stock,$1.98,0.03,1.538%,982261,779389170.00,United States,,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/kind
KIO,KKR Income Opportunities Fund Common Shares,$13.32,0.08,0.604%,142941,0.00,,2013,Investment Managers,Finance,/market-activity/stocks/kio
KKR,KKR & Co. Inc. Common Stock,$92.62,-0.73,-0.782%,4472792,81969503571.00,United States,,Investment Managers,Finance,/market-activity/stocks/kkr
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,$18.77,0.07,0.374%,7071,16611612849.00,United States,2021,,,/market-activity/stocks/kkrs
KLG,WK Kellogg Co Common Stock,$21.22,-0.54,-2.482%,1056458,1821049069.00,United States,2023,Packaged Foods,Consumer Staples,/market-activity/stocks/klg
KMB,Kimberly-Clark Corporation Common Stock,$126.83,1.22,0.971%,4795584,42726896002.00,United States,,Containers/Packaging,Consumer Discretionary,/market-activity/stocks/kmb
KMI,Kinder Morgan Inc. Common Stock,$18.84,0.63,3.46%,25695100,41812930235.00,United States,2011,Natural Gas Distribution,Utilities,/market-activity/stocks/kmi
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,$21.97,0.11,0.503%,10416,1413191535.00,United States,2022,Property-Casualty Insurers,Finance,/market-activity/stocks/kmpb
KMPR,Kemper Corporation,$58.01,1.01,1.772%,536988,3731417431.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/kmpr
KMT,Kennametal Inc. Common Stock,$24.51,0.41,1.701%,657544,1942902357.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/kmt
KMX,CarMax Inc,$68.34,0.43,0.633%,1824395,10755865850.00,United States,,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/kmx
KN,Knowles Corporation Common Stock,$15.26,-0.01,-0.065%,557750,1367751740.00,United States,2014,Consumer Electronics/Appliances,Consumer Staples,/market-activity/stocks/kn
KNF,Knife Riv Holding Co. Common Stock,$75.40,-0.41,-0.541%,407447,4266011812.00,United States,2023,,,/market-activity/stocks/knf
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,$5.10,0.08,1.594%,73154,173629913.00,United Kingdom,2013,Marine Transportation,Consumer Discretionary,/market-activity/stocks/knop
KNSL,Kinsale Capital Group Inc. Common Stock,$451.81,-0.11,-0.024%,142359,10477065012.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/knsl
KNTK,Kinetik Holdings Inc. Class A Common Stock,$38.94,0.31,0.802%,609519,5887967637.00,United States,2022,Oil & Gas Production,Energy,/market-activity/stocks/kntk
KNX,Knight-Swift Transportation Holdings Inc.,$48.14,0.26,0.543%,2447016,7768303660.00,United States,2017,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/knx
KO,Coca-Cola Company (The) Common Stock,$60.17,1.26,2.139%,21204152,259480487629.00,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/ko
KODK,Eastman Kodak Company Common New,$4.62,0.01,0.217%,540471,369138000.00,United States,,Industrial Machinery/Components,Consumer Discretionary,/market-activity/stocks/kodk
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),$93.39,0.15,0.161%,85471,19619672476.00,Mexico,1993,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/kof
KOP,Koppers Holdings Inc. Common Stock,$53.28,0.13,0.245%,127571,1120371307.00,United States,2006,Forest Products,Basic Materials,/market-activity/stocks/kop
KORE,KORE Group Holdings Inc. Common Stock,$0.801,0.011,1.392%,49461,66640670.00,United States,,Telecommunications Equipment,Consumer Discretionary,/market-activity/stocks/kore
KOS,Kosmos Energy Ltd. Common Shares (DE),$5.98,-0.08,-1.32%,3586461,2819585207.00,Bermuda,2011,Oil & Gas Production,Energy,/market-activity/stocks/kos
KR,Kroger Company (The) Common Stock,$56.57,1.0,1.80%,4522118,40825881335.00,United States,,Food Chains,Consumer Staples,/market-activity/stocks/kr
KRC,Kilroy Realty Corporation Common Stock,$33.09,0.42,1.286%,917618,3882330907.00,United States,1997,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/krc
KREF,KKR Real Estate Finance Trust Inc. Common Stock,$9.76,0.19,1.985%,416472,676503274.00,United States,2017,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/kref
KRG,Kite Realty Group Trust Common Stock,$20.89,0.33,1.605%,3042587,4584277682.00,United States,2004,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/krg
KRO,Kronos Worldwide Inc Common Stock,$11.33,0.04,0.354%,171252,1303256091.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/kro
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,$16.09,0.13,0.815%,260999,1523702936.00,United States,2017,Oil & Gas Production,Energy,/market-activity/stocks/krp
KSM,DWS Strategic Municipal Income Trust,$9.40,-0.06,-0.634%,15781,0.00,United States,1989,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/ksm
KSS,Kohl's Corporation Common Stock,$23.19,0.34,1.488%,5011148,2571928159.00,United States,1992,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/kss
KT,KT Corporation Common Stock,$12.20,0.03,0.247%,451310,6247441343.00,South Korea,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/kt
KTB,Kontoor Brands Inc. Common Stock ,$56.45,1.06,1.914%,492298,3147631226.00,United States,2019,Apparel,Consumer Discretionary,/market-activity/stocks/ktb
KTF,DWS Municipal Income Trust,$9.32,0.0,0.00%,52296,368148742.00,United States,1988,Finance Companies,Finance,/market-activity/stocks/ktf
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,$28.71,-0.22,-0.76%,10384,0.00,United States,,Investment Managers,Finance,/market-activity/stocks/kth
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),$26.85,0.21,0.788%,5006,0.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/ktn
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,$2.81,0.0,0.00%,356188,61217606.00,,2021,Other Consumer Services,Real Estate,/market-activity/stocks/kuke
KVUE,Kenvue Inc. Common Stock,$19.58,0.0,0.00%,9506055,37487512643.00,United States,2023,Specialty Chemicals,Consumer Discretionary,/market-activity/stocks/kvue
KVYO,Klaviyo Inc. Series A Common Stock,$22.73,-0.06,-0.263%,883617,5937860844.00,United States,2023,,,/market-activity/stocks/kvyo
KW,Kennedy-Wilson Holdings Inc. Common Stock,$8.50,0.12,1.432%,1388528,1181310433.00,United States,,Real Estate,Finance,/market-activity/stocks/kw
KWR,Quaker Houghton Common Stock,$190.49,2.49,1.324%,79365,3427253791.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/kwr
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,$9.70,0.22,2.321%,512877,1320475841.00,United States,2004,Finance/Investors Services,Finance,/market-activity/stocks/kyn
L,Loews Corporation Common Stock,$75.64,1.8,2.438%,751587,16807294154.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/l
LAAC,Lithium Americas (Argentina) Corp. Common Shares,$5.00,0.18,3.734%,1373674,799590000.00,Canada,2023,,,/market-activity/stocks/laac
LAC,Lithium Americas Corp. Common Shares,$4.73,0.07,1.502%,8830349,760584000.00,Canada,2023,Metal Mining,Basic Materials,/market-activity/stocks/lac
LAD,Lithia Motors Inc. Common Stock,$261.00,0.65,0.25%,226078,7185574296.00,United States,,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/lad
LADR,Ladder Capital Corp Class A Common Stock,$10.48,0.17,1.649%,473385,1326948476.00,United States,2014,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ladr
LANV,Lanvin Group Holdings Limited Ordinary Shares,$1.59,0.06,3.922%,5185,208244001.00,Cayman Islands,1996,Blank Checks,Finance,/market-activity/stocks/lanv
LAW,CS Disco Inc. Common Stock,$7.47,-0.18,-2.353%,353356,456128419.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/law
LAZ,Lazard Inc. Common Stock,$37.91,0.08,0.211%,796296,4274962510.00,Bermuda,2005,Investment Managers,Finance,/market-activity/stocks/laz
LBRT,Liberty Energy Inc. Class A common stock,$22.38,0.28,1.267%,3772778,3730343429.00,United States,2018,Oilfield Services/Equipment,Energy,/market-activity/stocks/lbrt
LC,LendingClub Corporation Common Stock,$7.90,0.29,3.811%,1340179,872243756.00,United States,2014,Finance: Consumer Services,Finance,/market-activity/stocks/lc
LCII,LCI Industries,$106.42,2.23,2.14%,196905,2695357020.00,United States,1995,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/lcii
LCW,Learn CW Investment Corporation Class A Ordinary Shares,$10.93,-0.01,-0.091%,357,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/lcw
LDI,loanDepot Inc. Class A Common Stock,$2.34,0.02,0.862%,181707,756026980.00,United States,2021,Finance: Consumer Services,Finance,/market-activity/stocks/ldi
LDOS,Leidos Holdings Inc. Common Stock,$124.91,1.15,0.929%,940430,16960192488.00,United States,,EDP Services,Technology,/market-activity/stocks/ldos
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,$19.07,0.11,0.58%,51369,0.00,United States,2012,Finance Companies,Finance,/market-activity/stocks/ldp
LEA,Lear Corporation Common Stock,$132.86,1.7,1.296%,376611,7577536974.00,United States,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/lea
LEG,Leggett & Platt Incorporated Common Stock,$18.26,0.58,3.281%,1694628,2441911425.00,United States,,Home Furnishings,Consumer Discretionary,/market-activity/stocks/leg
LEN,Lennar Corporation Class A Common Stock,$150.19,-2.3,-1.508%,2451493,41804421229.00,United States,,Homebuilding,Consumer Discretionary,/market-activity/stocks/len
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,$5.87,0.02,0.342%,110211,365647313.00,United States,1987,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/leo
LEV,The Lion Electric Company Common Shares,$0.972,0.007,0.725%,568397,219881867.00,Canada,2021,,,/market-activity/stocks/lev
LEVI,Levi Strauss & Co Class A Common Stock,$20.55,0.04,0.195%,1726836,8179500718.00,United States,2019,Apparel,Consumer Discretionary,/market-activity/stocks/levi
LFT,Lument Finance Trust Inc. Common Stock,$2.38,0.02,0.847%,43754,124351742.00,United States,2013,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/lft
LGI,Lazard Global Total Return and Income Fund Common Stock,$14.90,-0.05,-0.334%,30494,0.00,United States,2004,,,/market-activity/stocks/lgi
LH,Laboratory Corporation of America Holdings Common Stock,$201.48,2.03,1.018%,768162,16944468000.00,United States,,Medical Specialities,Health Care,/market-activity/stocks/lh
LHX,L3Harris Technologies Inc. Common Stock,$205.45,3.37,1.668%,898611,39057659015.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/lhx
LICY,Li-Cycle Holdings Corp. Common Shares,$0.6673,-0.0328,-4.685%,4026615,119478142.00,Canada,2021,Environmental Services,Industrials,/market-activity/stocks/licy
LII,Lennox International Inc. Common Stock,$457.15,-1.49,-0.325%,218940,16268452591.00,United States,1999,Industrial Machinery/Components,Industrials,/market-activity/stocks/lii
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing 2 ordinary shares,$0.75,-0.0325,-4.153%,65714,83718967.00,China,2013,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/litb
LL,LL Flooring Holdings Inc. Common Stock,$1.52,0.0,0.00%,162059,46875358.00,United States,2007,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/ll
LLAP,Terran Orbital Corporation Common Stock,$1.30,-0.05,-3.704%,1694227,261652039.00,United States,2021,Military/Government/Technical,Industrials,/market-activity/stocks/llap
LLY,Eli Lilly and Company Common Stock,$726.31,-19.64,-2.633%,3503896,690113943132.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/lly
LMND,Lemonade Inc. Common Stock,$15.86,0.13,0.826%,1422479,1113759111.00,United States,2020,Property-Casualty Insurers,Finance,/market-activity/stocks/lmnd
LMT,Lockheed Martin Corporation Common Stock,$463.87,7.78,1.706%,1387446,112091079426.00,United States,,Aerospace,Industrials,/market-activity/stocks/lmt
LNC,Lincoln National Corporation Common Stock,$27.65,0.42,1.542%,1832896,4691341767.00,United States,,Life Insurance,Finance,/market-activity/stocks/lnc
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),$5.01,0.21,4.375%,54263,512908810.00,Brazil,,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/lnd
LNG,Cheniere Energy Inc. Common Stock,$161.97,1.54,0.96%,1994555,38013107620.00,United States,2001,Oil/Gas Transmission,Utilities,/market-activity/stocks/lng
LNN,Lindsay Corporation Common Stock,$117.37,0.86,0.738%,124528,1295562454.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/lnn
LOB,Live Oak Bancshares Inc. Common Stock,$37.90,1.19,3.242%,135399,1696754158.00,United States,2022,Major Banks,Finance,/market-activity/stocks/lob
LOCL,Local Bounti Corporation Common Stock,$2.4918,0.2018,8.812%,10515,21024667.00,,2021,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/locl
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,$6.90,0.21,3.139%,312515,805470341.00,Argentina,2017,Building Materials,Industrials,/market-activity/stocks/loma
LOW,Lowe's Companies Inc. Common Stock,$230.24,1.45,0.634%,2112197,131739700108.00,United States,,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/low
LPG,Dorian LPG Ltd. Common Stock,$39.80,0.34,0.862%,590310,1615604544.00,United States,2014,Marine Transportation,Consumer Discretionary,/market-activity/stocks/lpg
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,$3.86,0.01,0.26%,84632,2762337204.00,South Korea,2004,Industrial Machinery/Components,Technology,/market-activity/stocks/lpl
LPX,Louisiana-Pacific Corporation Common Stock,$72.11,0.09,0.125%,1132829,5210064535.00,United States,,Forest Products,Basic Materials,/market-activity/stocks/lpx
LRN,Stride Inc. Common Stock,$56.53,-0.73,-1.275%,542628,2451887053.00,United States,,Other Consumer Services,Real Estate,/market-activity/stocks/lrn
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,$12.93,-0.06,-0.462%,526209,1981370172.00,Canada,,,,/market-activity/stocks/lspd
LTC,LTC Properties Inc. Common Stock,$31.80,0.12,0.379%,388152,1370983637.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/ltc
LTH,Life Time Group Holdings Inc. Common Stock,$14.01,0.0,0.00%,474254,2755843256.00,United States,2021,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/lth
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,$4.34,0.07,1.639%,1462716,2484650000.00,China,,Finance: Consumer Services,Finance,/market-activity/stocks/lu
LUMN,Lumen Technologies Inc. Common Stock,$1.31,-0.01,-0.758%,7954960,1322780126.00,United States,,Telecommunications Equipment,Telecommunications,/market-activity/stocks/lumn
LUV,Southwest Airlines Company Common Stock,$29.38,0.32,1.101%,6909359,17530003686.00,United States,,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/luv
LVS,Las Vegas Sands Corp. Common Stock,$45.46,-0.42,-0.915%,7996375,34259630117.00,United States,2004,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/lvs
LVWR,LiveWire Group Inc. Common Stock,$7.56,0.07,0.935%,18391,1535908991.00,United States,2022,,,/market-activity/stocks/lvwr
LW,Lamb Weston Holdings Inc. Common Stock ,$81.00,0.71,0.884%,2441810,11695672701.00,United States,2016,Packaged Foods,Consumer Staples,/market-activity/stocks/lw
LXP,LXP Industrial Trust Common Stock (Maryland REIT),$8.58,0.11,1.299%,5072378,2525004502.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/lxp
LXU,LSB Industries Inc. Common Stock,$8.05,0.09,1.131%,284432,587615989.00,United States,2003,Major Chemicals,Industrials,/market-activity/stocks/lxu
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),$100.74,1.34,1.348%,2027267,32692461124.00,Netherlands,,Major Chemicals,Industrials,/market-activity/stocks/lyb
LYG,Lloyds Banking Group Plc American Depositary Shares,$2.52,0.01,0.398%,8350980,160194448668.00,United Kingdom,,Commercial Banks,Finance,/market-activity/stocks/lyg
LYV,Live Nation Entertainment Inc. Common Stock,$89.96,0.32,0.357%,2697137,20762561452.00,United States,,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/lyv
LZB,La-Z-Boy Incorporated Common Stock,$33.53,0.55,1.668%,313342,1429713634.00,United States,,Home Furnishings,Consumer Discretionary,/market-activity/stocks/lzb
LZM,Lifezone Metals Limited Ordinary Shares,$6.72,-1.08,-13.846%,144366,525974077.00,Isle of Man,,Metal Mining,Basic Materials,/market-activity/stocks/lzm
M,Macy's Inc Common Stock,$18.53,-0.51,-2.679%,4794710,5082251562.00,United States,,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/m
MA,Mastercard Incorporated Common Stock,$455.39,0.69,0.152%,2548524,424829460185.00,United States,2006,Business Services,Consumer Discretionary,/market-activity/stocks/ma
MAA,Mid-America Apartment Communities Inc. Common Stock,$126.08,1.46,1.172%,564680,14715507009.00,United States,1994,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/maa
MAC,Macerich Company (The) Common Stock,$15.29,0.12,0.791%,1292404,3298360222.00,United States,1994,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mac
MAIN,Main Street Capital Corporation Common Stock,$47.62,0.4,0.847%,318145,4046754505.00,United States,2007,Finance/Investors Services,Finance,/market-activity/stocks/main
MAN,ManpowerGroup Common Stock,$74.84,0.81,1.094%,534323,3610321864.00,United States,,Professional Services,Consumer Discretionary,/market-activity/stocks/man
MANU,Manchester United Ltd. Class A Ordinary Shares,$15.10,0.22,1.478%,570691,2487649092.00,United Kingdom,2012,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/manu
MAS,Masco Corporation Common Stock,$71.91,-0.31,-0.429%,1809320,15803296476.00,United States,,Industrial Specialties,Industrials,/market-activity/stocks/mas
MATV,Mativ Holdings Inc. Common Stock,$17.88,0.28,1.591%,263365,970886003.00,United States,,Paper,Basic Materials,/market-activity/stocks/matv
MATX,Matson Inc. Common Stock,$106.22,1.58,1.51%,202059,3664134529.00,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/matx
MAV,Pioneer Municipal High Income Advantage Fund Inc.,$7.815,-0.025,-0.319%,20037,0.00,United States,,Finance Companies,Finance,/market-activity/stocks/mav
MAX,MediaAlpha Inc. Class A Common Stock,$19.04,0.48,2.586%,215046,1245811628.00,United States,2020,Industrial Machinery/Components,Industrials,/market-activity/stocks/max
MBC,MasterBrand Inc. Common Stock,$16.63,0.1,0.605%,749548,2112055367.00,United States,2022,Agricultural Chemicals,Industrials,/market-activity/stocks/mbc
MBI,MBIA Inc. Common Stock,$6.12,0.07,1.157%,424273,311666575.00,United States,1987,Property-Casualty Insurers,Finance,/market-activity/stocks/mbi
MC,Moelis & Company Class A Common Stock,$51.65,0.68,1.334%,589537,3675662798.00,United States,2014,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/mc
MCB,Metropolitan Bank Holding Corp. Common Stock,$39.06,5.96,18.006%,303449,433184345.00,United States,2017,Major Banks,Finance,/market-activity/stocks/mcb
MCD,McDonald's Corporation Common Stock,$271.99,1.01,0.373%,3016664,196390784221.00,United States,,Restaurants,Consumer Discretionary,/market-activity/stocks/mcd
MCI,Barings Corporate Investors Common Stock,$17.56,0.05,0.286%,27026,355795786.00,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/mci
MCK,McKesson Corporation Common Stock,$524.83,6.02,1.16%,645513,68967010741.00,United States,,Other Pharmaceuticals,Health Care,/market-activity/stocks/mck
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,$6.9699,0.0459,0.663%,30056,0.00,United States,2004,,,/market-activity/stocks/mcn
MCO,Moody's Corporation Common Stock,$374.67,0.07,0.019%,820328,68377275000.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/mco
MCR,MFS Charter Income Trust Common Stock,$6.10,0.02,0.329%,74835,268451118.00,United States,1989,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/mcr
MCS,Marcus Corporation (The) Common Stock,$13.21,0.05,0.38%,291515,419053036.00,United States,,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/mcs
MCW,Mister Car Wash Inc. Common Stock,$6.71,0.04,0.60%,1185444,2116818818.00,United States,2021,,,/market-activity/stocks/mcw
MCY,Mercury General Corporation Common Stock,$53.63,0.96,1.823%,308430,2969553541.00,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/mcy
MD,Pediatrix Medical Group Inc. Common Stock,$9.03,0.22,2.497%,601252,759630500.00,United States,,Hospital/Nursing Management,Health Care,/market-activity/stocks/md
MDT,Medtronic plc. Ordinary Shares,$79.48,0.29,0.366%,6756860,105535335400.00,United States,,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/mdt
MDU,MDU Resources Group Inc. Common Stock (Holding Company),$24.01,0.41,1.737%,1106568,4890575051.00,United States,,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/mdu
MDV,Modiv Industrial Inc. Class C Common Stock,$14.90,0.03,0.202%,30414,136674050.00,,2022,Transportation Services,Consumer Discretionary,/market-activity/stocks/mdv
MEC,Mayville Engineering Company Inc. Common Stock,$13.88,0.33,2.435%,29849,282664909.00,United States,2019,Industrial Specialties,Industrials,/market-activity/stocks/mec
MED,MEDIFAST INC Common Stock,$32.44,-0.03,-0.092%,288482,353453102.00,United States,,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/med
MEG,Montrose Environmental Group Inc. Common Stock,$40.20,-1.72,-4.103%,553222,1221303095.00,United States,2020,Professional Services,Consumer Discretionary,/market-activity/stocks/meg
MEGI,MainStay CBRE Global Infrastructure Megatrends Term Fund Common Shares,$11.65,0.04,0.345%,85321,0.00,United States,2021,Investment Managers,Finance,/market-activity/stocks/megi
MEI,Methode Electronics Inc. Common Stock,$11.63,-0.67,-5.447%,578588,411591515.00,United States,,Electrical Products,Technology,/market-activity/stocks/mei
MET,MetLife Inc. Common Stock,$71.11,1.16,1.658%,3345313,51413974457.00,United States,2000,Life Insurance,Finance,/market-activity/stocks/met
MFA,MFA Financial Inc.,$10.43,0.15,1.459%,528838,1064720465.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mfa
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,$25.51,-0.01,-0.039%,8331,0.00,United States,2024,,,/market-activity/stocks/mfan
MFC,Manulife Financial Corporation Common Stock,$23.07,0.14,0.611%,2356592,41667142721.00,Canada,,Advertising,Consumer Discretionary,/market-activity/stocks/mfc
MFD,Macquarie First Trust Global Common Stock,$7.13,0.07,0.992%,17586,60943261.00,United States,2004,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/mfd
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),$3.85,0.01,0.26%,582850,48867376096.00,Japan,,Major Banks,Finance,/market-activity/stocks/mfg
MFM,MFS Municipal Income Trust Common Stock,$5.11,-0.01,-0.195%,38979,210468794.00,United States,1986,Finance Companies,Finance,/market-activity/stocks/mfm
MG,Mistras Group Inc Common Stock,$9.08,0.14,1.566%,46920,278163848.00,United States,2009,Military/Government/Technical,Consumer Discretionary,/market-activity/stocks/mg
MGA,Magna International Inc. Common Stock,$48.34,0.49,1.024%,1503419,13867120616.00,Canada,,Auto Parts:O.E.M.,Consumer Discretionary,/market-activity/stocks/mga
MGF,MFS Government Markets Income Trust Common Stock,$3.08,0.0,0.00%,13674,100399970.00,United States,1987,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/mgf
MGM,MGM Resorts International Common Stock,$42.42,0.38,0.904%,2657790,13560752256.00,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/mgm
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,$22.15,0.24,1.095%,15124,726389913.00,United States,2019,Investment Managers,Finance,/market-activity/stocks/mgr
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,$18.45,0.15,0.82%,11626,605051643.00,United States,2020,Investment Managers,Finance,/market-activity/stocks/mgrb
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,$16.6838,0.1538,0.93%,5834,547130656.00,United States,2021,Investment Managers,Finance,/market-activity/stocks/mgrd
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,$25.51,0.0,0.00%,70820,,United States,2024,,,/market-activity/stocks/mgre
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,$25.62,-0.06,-0.234%,2642195,5233575485.00,United States,2017,Oil & Gas Production,Energy,/market-activity/stocks/mgy
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,$11.51,0.02,0.174%,43908,1712256041.00,United States,1997,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/mhd
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,$6.80,-0.04,-0.585%,43464,0.00,United States,1988,Finance/Investors Services,Finance,/market-activity/stocks/mhf
MHI,Pioneer Municipal High Income Fund Inc.,$8.54,0.0,0.00%,7199,0.00,United States,2003,Investment Managers,Finance,/market-activity/stocks/mhi
MHK,Mohawk Industries Inc. Common Stock,$108.88,0.8,0.74%,408027,6935269040.00,United States,,Home Furnishings,Consumer Discretionary,/market-activity/stocks/mhk
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,$15.80,0.02,0.127%,1028,1587459496.00,Bermuda,2016,Property-Casualty Insurers,Finance,/market-activity/stocks/mhla
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,$10.24,-0.03,-0.292%,52698,1523327703.00,United States,1997,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/mhn
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,$17.595,-0.055,-0.312%,3276,1767806951.00,Bermuda,2013,Property-Casualty Insurers,Finance,/market-activity/stocks/mhnc
MHO,M/I Homes Inc. Common Stock,$111.09,0.4,0.361%,212806,3089068410.00,United States,1993,Homebuilding,Consumer Discretionary,/market-activity/stocks/mho
MIN,MFS Intermediate Income Trust Common Stock,$2.57,-0.01,-0.388%,103534,295287271.00,United States,1988,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/min
MIO,Pioneer Municipal High Income Opportunities Fund Inc. Common Stock,$11.015,0.035,0.319%,51309,0.00,,2021,Investment Managers,Finance,/market-activity/stocks/mio
MIR,Mirion Technologies Inc. Class A Common Stock,$10.98,0.18,1.667%,1460877,2482158081.00,United States,2020,Industrial Machinery/Components,Technology,/market-activity/stocks/mir
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,$25.36,0.01,0.039%,1992,0.00,United States,2024,,,/market-activity/stocks/mitn
MITT,AG Mortgage Investment Trust Inc. Common Stock,$5.56,0.06,1.091%,111955,163756556.00,United States,2011,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/mitt
