symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
MYMD,MyMD Pharmaceuticals Inc. Common Stock (DE),$2.50,-0.0199,-0.79%,18284,5394080.00,United States,2014,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/mymd
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,$10.11,-0.05,-0.492%,67405,0.00,United States,1992,Finance Companies,Finance,/market-activity/stocks/myn
MYNA,Mynaric AG American Depository Shares,$5.575,0.065,1.18%,2583,126405119.00,Germany,2021,,,/market-activity/stocks/myna
MYND,Mynd.ai Inc. American Depositary Shares,$3.22,0.1006,3.225%,17729,146985858.00,,2017,Other Consumer Services,Real Estate,/market-activity/stocks/mynd
MYNZ,Mainz Biomed N.V. Ordinary Shares,$0.905,0.001,0.111%,62539,19154761.00,Germany,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/mynz
MYO,Myomo Inc. Common Stock,$3.19,0.37,13.121%,323909,90874066.00,United States,2017,Industrial Specialties,Health Care,/market-activity/stocks/myo
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,$2.31,0.01,0.435%,274691,314641783.00,United States,2020,EDP Services,Technology,/market-activity/stocks/myps
MYRG,MYR Group Inc. Common Stock,$158.71,-0.12,-0.076%,80834,2656700810.00,United States,2008,Water Sewer Pipeline Comm & Power Line Construction,Industrials,/market-activity/stocks/myrg
MYSZ,My Size Inc. Common Stock,$0.50,0.015,3.093%,391541,2545834.00,Israel,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/mysz
MYTE,MYT Netherlands Parent B.V. American Depositary Shares each representing one Ordinary Share,$3.83,-0.02,-0.519%,80472,325129455.00,,2021,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/myte
NA,Nano Labs Ltd Class A Ordinary Shares,$0.43,-0.0955,-18.173%,628339,28307518.00,China,2022,Semiconductors,Technology,/market-activity/stocks/na
NAAS,NaaS Technology Inc. American Depositary Shares,$0.98,-0.05,-4.854%,866069,218733844.00,China,2017,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/naas
NABL,N-able Inc. Common Stock,$12.19,0.0,0.00%,646446,2252260946.00,United States,2021,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/nabl
NAC,Nuveen California Quality Municipal Income Fund,$10.74,-0.02,-0.186%,180194,0.00,United States,1999,Investment Managers,Finance,/market-activity/stocks/nac
NAD,Nuveen Quality Municipal Income Fund Common Stock,$10.96,0.01,0.091%,561827,0.00,United States,1999,Investment Managers,Finance,/market-activity/stocks/nad
NAII,Natural Alternatives International Inc. Common Stock,$6.68,0.12,1.829%,415,40673271.00,United States,, Medicinal Chemicals and Botanical Products ,Health Care,/market-activity/stocks/naii
NAK,Northern Dynasty Minerals Ltd. Common Stock,$0.2926,0.009,3.173%,1954631,155055473.00,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/nak
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,$19.93,0.49,2.521%,140271,1779084793.00,Netherlands,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nams
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,$9.40,-0.21,-2.185%,640,839106726.00,Netherlands,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/namsw
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,$10.69,0.01,0.094%,48015,3231755902.00,United States,1999,Investment Managers,Finance,/market-activity/stocks/nan
NAOV,NanoVibronix Inc. Common Stock,$0.80,0.05,6.667%,33459,2227483.00,United States,,Industrial Specialties,Health Care,/market-activity/stocks/naov
NAPA,The Duckhorn Portfolio Inc. Common Stock,$8.25,0.26,3.254%,1078573,952125133.00,United States,2021,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/napa
NARI,Inari Medical Inc. Common Stock,$38.59,-0.05,-0.129%,802173,2236697817.00,United States,2020,Medical/Dental Instruments,Health Care,/market-activity/stocks/nari
NAT,Nordic American Tankers Limited Common Stock,$3.80,0.03,0.796%,2016550,793426487.00,Bermuda,1995,Marine Transportation,Consumer Discretionary,/market-activity/stocks/nat
NATH,Nathan's Famous Inc. Common Stock,$64.94,-0.01,-0.015%,3770,265254898.00,United States,1993,Restaurants,Consumer Discretionary,/market-activity/stocks/nath
NATL,NCR Atleos Corporation Common Stock,$21.06,0.07,0.333%,672786,1518426000.00,United States,2023,,,/market-activity/stocks/natl
NATR,Nature's Sunshine Products Inc. Common Stock,$19.29,0.59,3.155%,47213,363019687.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/natr
NAUT,Nautilus Biotechnolgy Inc. Common Stock,$2.46,0.12,5.128%,52503,307741277.00,United States,2020,Biotechnology: Laboratory Analytical Instruments,Industrials,/market-activity/stocks/naut
NAVI,Navient Corporation Common Stock,$16.21,-0.05,-0.308%,1204063,1827675620.00,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/navi
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,$10.67,0.0009,0.008%,1484,0.00,United States,1992,Finance/Investors Services,Finance,/market-activity/stocks/naz
NB,NioCorp Developments Ltd. Common Stock,$2.37,-0.11,-4.435%,99318,82749761.00,United States,,Metal Mining,Basic Materials,/market-activity/stocks/nb
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,$14.58,0.02,0.137%,46970,0.00,United States,2010,Finance Companies,Finance,/market-activity/stocks/nbb
NBBK,NB Bancorp Inc. Common Stock,$13.60,0.15,1.115%,226963,580797914.00,United States,2023,,,/market-activity/stocks/nbbk
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,$10.10,0.0,0.00%,66981,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/nbh
NBHC,National Bank Holdings Corporation Common Stock,$33.99,1.17,3.565%,166432,1284314903.00,United States,2012,Major Banks,Finance,/market-activity/stocks/nbhc
NBIX,Neurocrine Biosciences Inc. Common Stock,$132.00,-0.54,-0.407%,556303,13134988680.00,United States,1996,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/nbix
NBN,Northeast Bank Common Stock,$52.83,2.01,3.955%,40791,477664241.00,United States,,Major Banks,Finance,/market-activity/stocks/nbn
NBR,Nabors Industries Ltd.,$76.53,-0.51,-0.662%,207320,813768821.00,Bermuda,1951,Oil & Gas Production,Energy,/market-activity/stocks/nbr
NBSE,NeuBase Therapeutics Inc.  Common Stock,$0.43,-0.0036,-0.83%,88865,1603559.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nbse
NBST,Newbury Street Acquisition Corporation Common Stock,$10.84,0.01,0.092%,202,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/nbst
NBSTW,Newbury Street Acquisition Corporation Warrants,$0.0511,-0.0189,-27.00%,37575,0.00,United States,2021,Blank Checks,Finance,/market-activity/stocks/nbstw
NBTB,NBT Bancorp Inc. Common Stock,$34.61,1.32,3.965%,180126,1631935462.00,United States,,Major Banks,Finance,/market-activity/stocks/nbtb
NBTX,Nanobiotix S.A. American Depositary Shares,$5.41,-0.09,-1.636%,1565,254991304.00,France,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nbtx
NBXG,Neuberger Berman Next Generation Connectivity Fund Inc. Common Stock,$11.37,-0.12,-1.044%,337308,0.00,,2021,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/nbxg
NBY,NovaBay Pharmaceuticals Inc. Common Stock,$0.0824,-0.0016,-1.905%,1652369,2480088.00,United States,2007,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nby
NC,NACCO Industries Inc. Common Stock,$28.31,0.57,2.055%,10484,212201257.00,United States,,Coal Mining,Energy,/market-activity/stocks/nc
NCA,Nuveen California Municipal Value Fund,$8.65,0.01,0.116%,28633,0.00,United States,,Investment Managers,Finance,/market-activity/stocks/nca
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,$17.90,0.26,1.474%,34896,0.00,,2024,,,/market-activity/stocks/ncdl
NCL,Northann Corp. Common Stock,$0.495,0.0,0.00%,44183,10583100.00,,2023,,,/market-activity/stocks/ncl
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,$18.29,0.12,0.66%,10607444,7785275090.00,United States,,Marine Transportation,Consumer Discretionary,/market-activity/stocks/nclh
NCMI,National CineMedia Inc. Common Stock,$4.50,0.07,1.58%,900517,436610462.00,United States,2007,Advertising,Consumer Discretionary,/market-activity/stocks/ncmi
NCNA,NuCana plc American Depositary Share,$3.775,-0.015,-0.396%,32620,7823952.00,United Kingdom,2017,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ncna
NCNC,noco-noco Inc. Ordinary Share,$0.2377,-0.0018,-0.752%,33419,1645761.00,Singapore,,,,/market-activity/stocks/ncnc
NCNCW,noco-noco Inc. Warrant,$0.0079,-0.0108,-57.754%,109082,54697.00,Singapore,,,,/market-activity/stocks/ncncw
NCNO,nCino Inc. Common Stock,$29.41,-0.34,-1.143%,821547,3359109471.00,United States,2020,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ncno
NCPL,Netcapital Inc. Common Stock,$0.131,0.0045,3.557%,428233,2621458.00,United States,,Investment Managers,Finance,/market-activity/stocks/ncpl
NCRA,Nocera Inc. Common Stock,$1.21,-0.07,-5.469%,3321,15677954.00,Taiwan,,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/ncra
NCSM,NCS Multistage Holdings Inc. Common Stock,$16.30,-0.16,-0.972%,338,40517040.00,United States,2017,Oilfield Services/Equipment,Energy,/market-activity/stocks/ncsm
NCTY,The9 Limited American Depository Shares,$6.08,0.08,1.333%,19345,28479255.00,China,2004,Business Services,Consumer Discretionary,/market-activity/stocks/ncty
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,$3.04,-0.01,-0.328%,649033,274735650.00,United States,2003,Finance Companies,Finance,/market-activity/stocks/ncv
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,$2.701,-0.029,-1.062%,164121,205588638.00,United States,2003,Finance Companies,Finance,/market-activity/stocks/ncz
NDAQ,Nasdaq Inc. Common Stock,$60.35,0.28,0.466%,3083543,34713716500.00,United States,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/ndaq
NDLS,Noodles & Company Class A Common Stock,$1.19,0.01,0.847%,275442,53537760.00,United States,2013,Restaurants,Consumer Discretionary,/market-activity/stocks/ndls
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,$10.71,0.1,0.943%,88647,636872656.00,,2020,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/ndmo
NDP,Tortoise Energy Independence Fund Inc. Common Stock,$33.84,0.55,1.652%,6854,0.00,United States,2012,Finance/Investors Services,Finance,/market-activity/stocks/ndp
NDRA,ENDRA Life Sciences Inc. Common Stock,$0.247,0.0136,5.827%,67593,2725808.00,United States,2017,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/ndra
NDSN,Nordson Corporation Common Stock,$259.59,0.47,0.181%,145236,14846534880.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/ndsn
NE,Noble Corporation plc A Ordinary Shares,$46.15,1.0,2.215%,1152734,6588687543.00,United States,2022,Oil & Gas Production,Energy,/market-activity/stocks/ne
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,$10.66,-0.02,-0.187%,418548,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/nea
NECB,NorthEast Community Bancorp Inc. Common Stock,$15.34,0.3,1.995%,46109,215769311.00,United States,2021,Savings Institutions,Finance,/market-activity/stocks/necb
NEE,NextEra Energy Inc. Common Stock,$64.30,0.29,0.453%,13418834,131971194602.00,United States,,EDP Services,Technology,/market-activity/stocks/nee
NEGG,Newegg Commerce Inc. Common Shares,$0.7539,0.0247,3.387%,189821,284793264.00,China,2010,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/negg
NEM,Newmont Corporation,$39.02,0.47,1.219%,10435464,44972563705.00,United States,,Precious Metals,Basic Materials,/market-activity/stocks/nem
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,$69.15,-0.85,-1.214%,2433,196240163.00,United States,,Building operators,Real Estate,/market-activity/stocks/nen
NEO,NeoGenomics Inc. Common Stock,$13.53,-0.24,-1.743%,771486,1726563828.00,United States,,Precision Instruments,Health Care,/market-activity/stocks/neo
NEOG,Neogen Corporation Common Stock,$11.61,-0.32,-2.682%,1861550,2514815931.00,United States,1989,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Health Care,/market-activity/stocks/neog
NEON,Neonode Inc. Common Stock,$1.80,0.17,10.429%,68510,27647066.00,Sweden,,Industrial Machinery/Components,Technology,/market-activity/stocks/neon
NEOV,NeoVolta Inc. Common Stock,$1.83,-0.03,-1.613%,38129,60822047.00,United States,,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/neov
NEOVW,NeoVolta Inc. Warrant,$0.37,0.07,23.333%,100,12297354.00,United States,,Industrial Machinery/Components,Miscellaneous,/market-activity/stocks/neovw
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,$27.14,0.07,0.259%,753178,2535731344.00,United States,2014,Electric Utilities: Central,Utilities,/market-activity/stocks/nep
NEPH,Nephros Inc. Common Stock,$2.10,0.07,3.448%,9212,22141718.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/neph
NERV,Minerva Neurosciences Inc Common Stock,$2.48,-0.02,-0.80%,11384,17343647.00,United States,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nerv
NET,Cloudflare Inc. Class A Common Stock,$84.10,-2.61,-3.01%,4159896,28397142505.00,United States,2019,EDP Services,Technology,/market-activity/stocks/net
NETD,Nabors Energy Transition Corp. II Class A Ordinary Shares,$10.49,0.0,0.00%,21872,0.00,United States,2023,,,/market-activity/stocks/netd
NETDU,Nabors Energy Transition Corp. II Unit,$10.54,0.0,0.00%,50,0.00,United States,2023,,,/market-activity/stocks/netdu
NETDW,Nabors Energy Transition Corp. II Warrant,$0.12,-0.0199,-14.224%,60362,0.00,United States,2023,,,/market-activity/stocks/netdw
NEU,NewMarket Corp Common Stock,$586.34,2.96,0.507%,43994,5623028744.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/neu
NEUE,NeueHealth Inc. Common Stock,$5.82,-0.49,-7.765%,1230,46874990.00,United States,2021,Medical Specialities,Health Care,/market-activity/stocks/neue
NEWP,New Pacific Metals Corp. Common Shares,$1.97,0.0,0.00%,306057,337278548.00,,2021,Precious Metals,Basic Materials,/market-activity/stocks/newp
NEWT,NewtekOne Inc. Common Stock,$10.90,0.02,0.184%,150820,269325604.00,United States,,Major Banks,Finance,/market-activity/stocks/newt
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,$25.01,0.0,0.00%,3924,617966363.00,United States,,Major Banks,Finance,/market-activity/stocks/newti
NEWTL,NewtekOne Inc. 5.75% Notes due 2024,$24.8101,-0.0099,-0.04%,2330,613027079.00,United States,,Major Banks,Finance,/market-activity/stocks/newtl
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,$23.6001,0.09,0.383%,883,583129466.00,United States,,Major Banks,Finance,/market-activity/stocks/newtz
NEXA,Nexa Resources S.A. Common Shares,$7.30,0.07,0.968%,13657,966801860.00,Luxembourg,2017,Metal Mining,Basic Materials,/market-activity/stocks/nexa
NEXI,NexImmune Inc. Common Stock,$3.49,0.19,5.758%,22864,4784968.00,United States,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nexi
NEXN,Nexxen International Ltd. American Depository Shares,$5.60,-0.04,-0.709%,19577,409253628.00,Israel,2021,Computer Software: Programming Data Processing,Technology,/market-activity/stocks/nexn
NEXT,NextDecade Corporation Common Stock,$6.11,0.17,2.862%,1605239,1568488752.00,United States,2015,Oil & Gas Production,Energy,/market-activity/stocks/next
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),$8.51,0.38,4.674%,223441,378394120.00,United States,2007,Major Banks,Finance,/market-activity/stocks/nfbk
NFE,New Fortress Energy Inc. Class A Common Stock,$28.06,-0.14,-0.496%,840782,5753241609.00,United States,2019,Oil/Gas Transmission,Utilities,/market-activity/stocks/nfe
NFG,National Fuel Gas Company Common Stock,$53.43,1.42,2.73%,519982,4922378897.00,United States,,Oil & Gas Production,Energy,/market-activity/stocks/nfg
NFGC,New Found Gold Corp Common Shares,$3.68,0.0,0.00%,377404,687692684.00,,2021,Precious Metals,Basic Materials,/market-activity/stocks/nfgc
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,$11.75,-0.08,-0.676%,168706,0.00,United States,2005,Finance: Consumer Services,Finance,/market-activity/stocks/nfj
NFLX,Netflix Inc. Common Stock,$555.04,-55.52,-9.093%,16424999,240198879503.00,United States,2002,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/nflx
NFYS,Enphys Acquisition Corp. Class A Ordinary Shares,$10.86,0.01,0.092%,2796,0.00,,2021,Blank Checks,Finance,/market-activity/stocks/nfys
NG,Novagold Resources Inc.,$3.10,0.03,0.977%,2006583,1036550791.00,Canada,2003,Precious Metals,Basic Materials,/market-activity/stocks/ng
NGD,New Gold Inc.,$1.75,0.0,0.00%,8545588,1199800000.00,Canada,,Metal Mining,Basic Materials,/market-activity/stocks/ngd
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$65.38,-0.06,-0.092%,488859,48226793950.00,United Kingdom,,Natural Gas Distribution,Utilities,/market-activity/stocks/ngg
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,$5.75,0.05,0.877%,336203,761948405.00,United States,2011,Natural Gas Distribution,Utilities,/market-activity/stocks/ngl
NGMS,NeoGames S.A. Ordinary Shares,$29.45,0.04,0.136%,911014,1005423000.00,Israel,2020,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/ngms
NGNE,Neurogene Inc. Common Stock ,$30.49,-1.09,-3.452%,82714,391887513.00,Canada,2014,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/ngne
NGS,Natural Gas Services Group Inc. Common Stock,$23.39,0.01,0.043%,62269,290903161.00,United States,2002,Oilfield Services/Equipment,Energy,/market-activity/stocks/ngs
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,$16.48,0.24,1.478%,38978,374959766.00,United States,2012,Food Chains,Consumer Staples,/market-activity/stocks/ngvc
NGVT,Ingevity Corporation Common Stock ,$44.44,0.94,2.161%,181634,1610322729.00,United States,2016,Major Chemicals,Industrials,/market-activity/stocks/ngvt
NHC,National HealthCare Corporation Common Stock,$90.62,2.67,3.036%,71318,1391016003.00,United States,1986,Hospital/Nursing Management,Health Care,/market-activity/stocks/nhc
NHI,National Health Investors Inc. Common Stock,$61.52,1.08,1.787%,213432,2670573418.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/nhi
NHS,Neuberger Berman High Yield Strategies Fund,$7.90,0.0,0.00%,51138,0.00,United States,,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/nhs
NHTC,Natural Health Trends Corp. Common Stock,$6.68,0.06,0.906%,12094,76932044.00,United States,,Diversified Commercial Services,Miscellaneous,/market-activity/stocks/nhtc
NI,NiSource Inc Common Stock,$27.58,0.18,0.657%,5767972,12342726510.00,United States,,Power Generation,Utilities,/market-activity/stocks/ni
NIC,Nicolet Bankshares Inc. Common Stock,$79.90,2.92,3.793%,40415,1190859163.00,United States,2022,Major Banks,Finance,/market-activity/stocks/nic
NICE,NICE Ltd American Depositary Shares,$224.19,-6.76,-2.927%,387558,14094975283.00,Israel,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/nice
NICK,Nicholas Financial Inc. Common Stock,$6.63,-0.11,-1.632%,995,84201000.00,United States,,Finance Companies,Finance,/market-activity/stocks/nick
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,$21.38,-0.19,-0.881%,25260,592417672.00,United States,2007,Investment Managers,Finance,/market-activity/stocks/nie
NIM,Nuveen Select Maturities Municipal Fund Common Stock,$8.89,0.07,0.794%,20277,0.00,United States,1992,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/nim
NINE,Nine Energy Service Inc. Common Stock,$2.72,0.18,7.087%,596990,96083622.00,United States,2018,Oilfield Services/Equipment,Energy,/market-activity/stocks/nine
NIO,NIO Inc. American depositary shares each  representing one Class A ordinary share,$3.80,-0.2,-5.00%,35678167,7906142246.00,United States,2018,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/nio
NIOBW,NioCorp Developments Ltd. Warrant,$0.4475,-0.0026,-0.578%,274,15624691.00,United States,,Metal Mining,Basic Materials,/market-activity/stocks/niobw
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,$5.33,-0.09,-1.661%,65428,19985986.00,China,2016,Metal Fabrications,Industrials,/market-activity/stocks/nisn
NITO,N2OFF Inc. Common Stock,$1.15,-0.0453,-3.79%,81518,3436910.00,Israel,,Farming/Seeds/Milling,Consumer Staples,/market-activity/stocks/nito
NIU,Niu Technologies American Depositary Shares,$1.92,-0.11,-5.419%,290903,148091100.00,China,2018,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/niu
NIVF,NewGenIvf Group Limited Class A Ordinary Shares,$0.77,0.007,0.917%,80456,7815027.00,Singapore,,Misc Health and Biotechnology Services,Health Care,/market-activity/stocks/nivf
NIVFW,NewGenIvf Group Limited Warrants,$0.0433,0.006,16.086%,24825,439468.00,Singapore,,Misc Health and Biotechnology Services,Health Care,/market-activity/stocks/nivfw
NJR,NewJersey Resources Corporation Common Stock,$43.36,1.17,2.773%,450300,4262440931.00,United States,,Oil/Gas Transmission,Utilities,/market-activity/stocks/njr
NKE,Nike Inc. Common Stock,$94.53,-1.21,-1.264%,11237597,142679688026.00,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/nke
NKGN,NKGen Biotech Inc. Common Stock,$1.106,0.246,28.605%,4897047,25223041.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/nkgn
NKGNW,NKGen Biotech Inc. Warrants,$0.0729,0.0069,10.455%,374,756255.00,United States,,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/nkgnw
NKLA,Nikola Corporation Common Stock,$0.6439,-0.0161,-2.439%,52640093,860002605.00,United States,2018,Auto Manufacturing,Consumer Discretionary,/market-activity/stocks/nkla
NKSH,National Bankshares Inc. Common Stock,$28.68,0.81,2.906%,12923,169033668.00,United States,,Major Banks,Finance,/market-activity/stocks/nksh
NKTR,Nektar Therapeutics  Common Stock,$1.24,-0.08,-6.061%,4715823,227686093.00,United States,,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nktr
NKTX,Nkarta Inc. Common Stock,$7.29,-0.5,-6.418%,731008,360243996.00,United States,2020,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nktx
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,$11.97,-0.02,-0.167%,74644,0.00,United States,2002,Finance/Investors Services,Finance,/market-activity/stocks/nkx
NL,NL Industries Inc. Common Stock,$7.81,0.17,2.225%,37273,381389510.00,United States,,Major Chemicals,Industrials,/market-activity/stocks/nl
NLOP,Net Lease Office Properties Common Shares of Beneficial Interest,$22.98,0.0,0.00%,317865,339762012.00,United States,2023,,,/market-activity/stocks/nlop
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,$0.1327,0.0,0.00%,73652,4303461.00,Switzerland,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nlsp
NLSPW,NLS Pharmaceutics Ltd. Warrant,$0.0261,-0.0238,-47.695%,1500,846394.00,Switzerland,2021,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/nlspw
NLY,Annaly Capital Management Inc. Common Stock,$18.23,0.24,1.334%,2227438,9116463632.00,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/nly
NMAI,Nuveen Multi-Asset Income Fund Common Shares of Beneficial Interest,$11.6799,0.0099,0.085%,35000,0.00,,2021,Investment Managers,Finance,/market-activity/stocks/nmai
NMCO,Nuveen Municipal Credit Opportunities Fund Common Shares,$10.16,0.0,0.00%,32410,556478176.00,,2019,Finance/Investors Services,Finance,/market-activity/stocks/nmco
NMFC,New Mountain Finance Corporation Common Stock,$12.55,0.09,0.722%,173702,1291113930.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/nmfc
NMFCZ,New Mountain Finance Corporation 8.250% Notes due 2028,$25.75,0.005,0.019%,8576,2649098303.00,United States,,,,/market-activity/stocks/nmfcz
NMG,Nouveau Monde Graphite Inc. Common Shares,$2.02,-0.03,-1.463%,90607,186066458.00,,,Other Metals and Minerals,Basic Materials,/market-activity/stocks/nmg
NMHI,Nature's Miracle Holding Inc. Common Stock,$0.945,0.025,2.717%,90401,0.00,United States,,,,/market-activity/stocks/nmhi
NMHIW,Nature's Miracle Holding Inc. Warrants,$0.0213,0.0,0.00%,10248,0.00,United States,,,,/market-activity/stocks/nmhiw
NMI,Nuveen Municipal Income Fund Inc. Common Stock,$9.15,0.01,0.109%,21339,0.00,United States,1988,Trusts Except Educational Religious and Charitable,Finance,/market-activity/stocks/nmi
NMIH,NMI Holdings Inc. Class A Common Stock,$30.03,0.44,1.487%,411060,2428821685.00,United States,2013,Property-Casualty Insurers,Finance,/market-activity/stocks/nmih
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc. Common Stock,$7.33,0.12,1.664%,171964,0.00,,2013,Finance/Investors Services,Finance,/market-activity/stocks/nml
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,$41.33,-0.06,-0.145%,207042,1247520756.00,Greece,2007,Marine Transportation,Consumer Discretionary,/market-activity/stocks/nmm
NMR,Nomura Holdings Inc ADR American Depositary Shares,$5.77,-0.1,-1.704%,2376613,17412729149.00,Japan,,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/nmr
NMRA,Neumora Therapeutics Inc. Common Stock,$10.18,-0.37,-3.507%,784213,1617460508.00,United States,2023,,,/market-activity/stocks/nmra
NMRK,Newmark Group Inc. Class A Common Stock,$9.57,-0.07,-0.726%,630375,1652451900.00,United States,2017,Real Estate,Finance,/market-activity/stocks/nmrk
NMS,Nuveen Minnesota Quality Municipal Income Fund ,$10.85,0.01,0.092%,17990,0.00,United States,2014,Finance Companies,Finance,/market-activity/stocks/nms
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,$10.51,0.01,0.095%,7126,0.00,United States,,Finance/Investors Services,Finance,/market-activity/stocks/nmt
NMTC,NeuroOne Medical Technologies Corporation Common Stock,$1.15,0.01,0.877%,19393,29820565.00,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/nmtc
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,$10.18,-0.04,-0.391%,279214,0.00,United States,2003,Finance/Investors Services,Finance,/market-activity/stocks/nmz
NN,NextNav Inc. Common Stock,$8.16,0.08,0.99%,673908,907310261.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/nn
NNAG,99 Acquisition Group Inc. Class A Common Stock,$10.36,0.0,0.00%,1400,0.00,United States,2023,,,/market-activity/stocks/nnag
NNAVW,NextNav Inc. Warrant,$2.93,-0.02,-0.678%,167554,325786650.00,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/nnavw
